timestamp,no,src_ip,dst_ip,protocol,src_port,dst_port,length,flags,info,http_method,http_host,http_path,http_status,credentials_str,ttl,is_suspicious
16:02:36.723,952,142.251.154.119,192.168.1.10,HTTPS,443,62899,1292,,HTTPS packet,,,,,,61,False
16:02:36.726,953,142.251.154.119,192.168.1.10,HTTPS,443,62899,1292,,HTTPS packet,,,,,,61,False
16:02:36.727,954,192.168.1.10,23.155.129.172,HTTP,60167,80,54,ACK,[ACK] Seq=427238984 Ack=2671873520,,,,,,128,False
16:02:36.729,955,142.251.154.119,192.168.1.10,HTTPS,443,62899,1292,,HTTPS packet,,,,,,61,False
16:02:36.733,956,142.251.154.119,192.168.1.10,HTTPS,443,62899,1292,,HTTPS packet,,,,,,61,False
16:02:36.735,957,142.251.154.119,192.168.1.10,HTTPS,443,62899,1292,,HTTPS packet,,,,,,61,False
16:02:36.737,958,142.251.154.119,192.168.1.10,HTTPS,443,62899,1292,,HTTPS packet,,,,,,61,False
16:02:36.741,959,192.168.1.10,142.251.154.119,HTTPS,62899,443,75,,HTTPS packet,,,,,,128,False
16:02:36.742,960,142.251.154.119,192.168.1.10,HTTPS,443,62899,1292,,HTTPS packet,,,,,,61,False
16:02:36.744,961,142.251.154.119,192.168.1.10,HTTPS,443,62899,1292,,HTTPS packet,,,,,,61,False
16:02:36.745,962,142.251.154.119,192.168.1.10,HTTPS,443,62899,1292,,HTTPS packet,,,,,,61,False
16:02:36.750,963,142.251.154.119,192.168.1.10,HTTPS,443,62899,1292,,HTTPS packet,,,,,,61,False
16:02:36.762,964,192.168.1.10,142.251.154.119,HTTPS,62899,443,379,,HTTPS packet,,,,,,128,False
16:02:36.785,965,192.168.1.10,104.29.142.22,UDP,52281,19316,70,,UDP packet,,,,,,128,True
16:02:36.792,966,192.168.1.10,142.250.203.1,HTTPS,64440,443,71,,HTTPS packet,,,,,,128,False
16:02:36.814,967,142.251.154.119,192.168.1.10,HTTPS,443,62899,67,,HTTPS packet,,,,,,61,False
